,customerID,gender,SeniorCitizen,Partner,Dependents,months_active,has_cash_card,MultipleLines,digital_access_level,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,subscription_type,PaperlessBilling,PaymentMethod,monthly_spend,total_transaction_value,churned,avg_spend_per_month
508,4636-QRJKY,0,0,1,1,-1.076528230548336,1,2,1,0,0,0,2,0,0,0,1,2,80.5,-0.7855124167317513,1,0.6297730898266407
509,1135-LMECX,0,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,19.85,-0.9986059623752008,0,-1.4891931030181909
510,4332-MUOEZ,1,1,1,1,-0.506112772679992,1,0,1,2,0,2,2,0,2,1,0,1,94.3,-0.2051523657655493,0,0.8652199131827409
511,8535-SFUTN,1,0,0,0,1.1643896396487294,1,2,1,2,0,2,0,2,2,0,1,2,106.45,1.7721836746942723,0,1.2749155260829441
512,5956-VKDTT,0,1,1,0,-1.1172721918246462,1,2,1,0,0,0,0,0,0,0,1,2,74.35,-0.8596539702418583,1,0.07158079683723625
513,8677-HDZEE,0,0,0,0,0.9606698332671781,1,2,1,0,2,0,2,2,2,0,1,0,105.45,1.603120638067834,0,1.353721981612868
514,2475-MROZF,1,0,0,0,-0.09867315991688919,1,2,1,2,2,2,2,0,0,0,1,1,95.0,0.25107959189468076,0,1.003208096007998
515,9412-GHEEC,1,0,0,0,0.3087664528462136,1,2,1,0,0,2,2,2,2,0,0,0,104.8,0.8156010128637816,1,1.2754987028735634
516,3482-ABPKK,0,0,0,0,-0.18016108246950976,1,0,0,2,0,0,2,0,0,1,0,3,54.3,-0.32515535627283343,0,-0.3172046354447303
517,6705-LXORM,0,1,1,0,-1.1172721918246462,1,0,1,0,0,0,0,0,0,0,0,2,70.05,-0.8738602066180883,0,-0.14177908248921156
518,0257-ZESQC,0,1,1,0,-0.22090504374582004,1,0,1,2,0,0,0,0,0,0,1,0,75.2,-0.15615849776615995,1,0.22058177536616688
519,7531-GQHME,1,0,0,0,-0.8320644628904743,1,0,2,1,1,1,1,1,1,0,0,1,20.05,-0.8902503209465648,0,-1.4139594499171853
520,5174-ITUMV,1,0,1,1,1.4088534073065913,1,2,1,0,2,2,0,2,2,1,1,2,105.4,2.0762941943879154,0,1.3093380850972038
521,4109-CYRBD,1,1,1,0,-0.13941712119319946,1,2,0,0,0,0,0,0,0,0,1,2,51.6,-0.3711712088827957,0,-0.4994504843928539
522,0913-XWSCN,1,0,1,1,0.9199258719908678,1,2,1,0,0,0,0,0,2,0,0,0,85.5,1.0721294644463564,0,0.6923845563906996
523,6825-UYPFK,0,0,0,0,-0.38388088885106114,1,2,1,0,0,0,0,0,0,0,0,0,75.6,-0.23149125743203777,1,0.3863485583172208
524,8397-MVTAZ,1,0,1,0,0.06430268518835193,1,2,1,0,0,2,0,2,2,0,1,2,100.05,0.5279688449916349,1,1.2441636630514947
525,0750-EBAIU,1,0,0,0,0.797693988161937,1,0,1,2,0,2,0,2,0,1,0,2,91.25,1.0831150323273544,0,0.8720498758749877
526,8606-CIQUL,1,1,1,1,1.6125732136881425,1,2,1,2,2,2,2,2,2,2,1,1,115.75,2.6982361639398222,0,1.717992220720969
527,3571-DPYUH,1,0,1,1,1.0421577558197987,1,2,1,0,2,0,2,2,0,1,1,1,94.7,1.3884388175500235,0,0.9550604620702537
528,7601-GNDYK,1,0,1,1,0.10504664646466222,1,0,2,1,1,1,1,1,1,2,0,3,19.6,-0.7042898044067843,0,-1.496576452879532
529,0356-OBMAC,0,1,0,0,0.9606698332671781,1,2,1,0,2,2,2,2,0,2,1,0,99.9,1.510184498544454,0,1.2290983719741257
530,8067-NIOYM,0,0,1,1,-0.3431369275747509,1,0,2,1,1,1,1,1,1,2,1,1,21.1,-0.790894903805975,0,-1.4695219184917814
531,1403-GYAFU,1,0,1,1,1.5310852911355222,1,0,2,1,1,1,1,1,1,2,0,1,20.05,-0.407238284154746,0,-1.5030368840082053
532,4234-XTNEA,1,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,2,0,0,1,2,79.95,-0.930398380270693,0,0.7429686779786118
533,1297-VQDRP,1,1,1,1,1.4495973685829016,1,2,1,0,0,2,2,2,2,1,1,1,107.15,2.2485117213898214,0,1.44869526092609
534,9282-IZGQK,0,0,0,0,-1.2802480369298874,1,2,1,0,0,0,0,0,2,0,1,2,85.0,-0.9698625990239156,1,0.6692535022796452
535,5348-CAGXB,1,0,0,0,-0.8320644628904743,1,2,1,0,0,2,0,2,0,0,1,2,89.55,-0.5565802410912007,0,0.6740850212861317
536,0621-HJWXJ,0,0,1,0,1.24587756220135,1,2,1,0,2,0,0,0,0,0,1,0,81.55,1.2113902878052694,0,0.4978430402209456
537,5844-QVTAT,0,0,1,1,0.02355872391204165,1,0,0,2,2,2,0,0,0,1,1,3,58.45,-0.1446655643002968,0,-0.18370411806549827
538,8905-IAZPF,0,0,1,0,1.4903413298592119,1,0,1,0,2,0,0,2,2,1,1,1,95.65,1.9680929685720647,0,1.0914022238203167
539,5394-MEITZ,0,0,1,1,1.1236456783724194,1,0,0,0,2,2,2,2,2,2,1,0,80.6,1.1750585000542586,0,0.584605289286
540,6859-QNXIQ,0,0,1,1,1.6125732136881425,1,2,1,2,2,2,2,2,2,2,1,0,113.1,2.6317712723224607,0,1.648671426594569
541,2782-LFZVW,0,0,0,0,-0.8728084241667845,1,2,0,0,0,0,0,0,2,0,1,3,58.95,-0.7419451545530958,0,-0.3348992894684863
542,2866-IKBTM,0,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,19.55,-0.9987383186147307,0,-1.4991322278315347
543,1342-JPNKI,1,0,0,0,-0.9135523854430948,1,2,1,0,0,0,0,2,0,0,1,0,86.05,-0.6393690689172739,1,0.6165761407689228
544,2817-NTQDO,1,0,0,0,-0.791320501614164,0,1,0,2,0,0,2,2,0,0,1,1,45.55,-0.7439746168925572,1,-0.6253812169969364
545,7129-AZJDE,1,0,1,1,0.06430268518835193,1,0,1,0,0,0,0,0,2,1,1,0,78.95,0.16054792405609714,0,0.4326633547620097
546,6986-IJDHX,1,0,1,1,0.2680224915699033,1,0,1,0,2,0,0,2,0,0,1,3,86.3,0.4335547274601687,1,0.6276281077622221
547,2560-PPCHE,0,0,0,0,1.3273654847539706,1,2,1,0,2,0,2,2,2,1,1,0,105.05,1.9681150279453201,0,1.2907036524678233
548,4676-MQUEA,1,1,1,0,0.7162060656093164,1,2,1,2,2,2,0,2,0,1,1,0,101.9,1.3157090639282374,0,1.342132252143023
549,8138-EALND,1,0,0,0,-0.7098325790615434,1,0,2,1,1,1,1,1,1,0,0,3,19.75,-0.8698895194321855,0,-1.4586026855371215
550,3580-HYCSP,1,0,1,1,1.6125732136881425,1,2,1,2,2,2,0,2,2,2,1,0,110.3,2.507532882150213,0,1.5190946882872716
551,1352-HNSAW,0,0,1,1,1.6125732136881425,1,2,1,2,2,2,2,2,2,2,1,0,115.6,2.6193739045531417,0,1.635741361443876
552,2075-PUEPR,1,0,1,1,0.9199258719908678,1,0,2,1,1,1,1,1,1,2,0,0,19.35,-0.49856408943051006,0,-1.4521472741684547
553,1982-FEBTD,0,0,1,1,-0.38388088885106114,1,2,2,1,1,1,1,1,1,2,1,1,25.6,-0.7802622858970576,0,-1.4053587458969428
554,5301-GAUUY,1,0,0,0,-0.01718523736426863,1,2,1,0,2,0,0,0,0,0,1,0,80.35,0.13802530396272647,1,0.541028438932496
555,5791-KAJFD,0,0,1,1,0.9606698332671781,1,2,0,2,0,2,0,0,2,1,1,0,68.75,0.6726783335445364,0,0.10603642952349461
556,2654-VBVPB,0,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,0,19.9,-0.9985839030019457,0,-1.487536582215967
557,1154-HYWWO,1,0,0,0,0.22727853029359305,1,0,0,2,2,0,2,2,0,1,0,3,70.6,0.187460359427216,0,0.21432057880571434
558,2501-XWWTZ,1,0,0,0,-0.8728084241667845,1,0,1,0,0,0,0,0,0,0,0,2,70.2,-0.6720390007079518,0,0.14232929437221978
559,3716-UVSPD,1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,2,0,0,0,1,2,49.3,-0.9856129915279965,0,-0.5135023505082712
560,6815-ABQFQ,1,0,1,0,0.9606698332671781,1,2,1,0,2,0,2,2,2,1,1,2,107.25,1.6544527996322551,0,1.4225563370909966
561,7343-EOBEU,1,0,1,0,-1.1987601143772668,1,2,2,1,1,1,1,1,1,0,1,3,23.6,-0.9680757897902592,0,-1.1634106785808094
562,3701-SFMUH,1,0,1,1,-1.0357842692720256,1,0,0,2,0,0,0,2,2,0,0,1,69.7,-0.7796446234459171,0,0.296063030121473
563,6103-LIANB,1,0,1,1,1.082901717096109,1,2,1,0,0,2,0,2,2,2,1,1,99.5,1.578767089994297,0,1.1447311257654584
564,7319-VENRZ,1,0,0,0,-1.0357842692720256,1,0,0,0,0,2,2,2,0,0,0,0,64.3,-0.8106159834959589,0,-0.03618771363887793
565,5846-NEQVZ,1,0,1,1,1.5718292524118322,1,0,0,2,0,2,2,0,2,2,1,1,70.85,1.186838205372437,0,0.17388378857796358
566,6967-QIQRV,1,0,1,1,-0.7098325790615434,1,0,1,2,0,0,2,2,2,1,0,2,101.9,-0.271793732368951,0,1.535613881842783
567,5781-RFZRP,1,0,1,0,1.5718292524118322,1,2,0,2,2,0,2,2,0,2,0,1,73.5,1.356408607583741,0,0.35323132951733965
568,0939-YAPAF,0,0,0,0,0.10504664646466222,1,2,1,0,0,2,0,2,2,0,1,2,100.25,0.5489693683304097,1,1.192335442456198
569,0308-IVGOK,0,0,0,0,-0.8728084241667845,0,1,0,0,2,2,2,0,0,1,1,1,40.4,-0.8209177108060511,0,-0.8740215141922882
570,7293-LSCDV,0,0,1,1,1.1236456783724194,1,0,2,1,1,1,1,1,1,2,1,1,19.25,-0.5206234626855255,0,-1.537646336483242
571,7025-WCBNE,1,1,0,0,0.5939741817803856,1,2,0,0,2,0,2,0,0,2,0,0,59.6,0.20766674532881027,0,-0.20553046178841855
572,5756-JYOJT,0,0,0,0,-0.8728084241667845,1,0,0,0,0,2,2,0,2,1,0,1,64.9,-0.6997455735162511,0,-0.0468152626817175
573,4710-FDUIZ,1,0,1,0,0.9606698332671781,1,2,1,0,2,0,0,2,2,1,0,1,100.3,1.4696614298749904,1,1.174758573515457
574,6030-REHUX,0,1,1,0,-0.18016108246950976,1,2,1,0,2,2,2,2,2,0,1,2,110.85,0.40637757960998966,0,1.644707608960676
575,9548-LIGTA,1,0,1,0,1.1643896396487294,1,0,0,2,2,0,2,2,2,2,1,3,81.05,1.087240135126042,0,0.4317192816722173
576,5150-LJNSR,1,0,1,1,-0.05792919864057891,1,2,1,2,0,2,0,2,0,1,0,0,98.05,0.35242035262822174,0,1.1470795994888956
577,8270-RKSAP,1,0,0,0,-0.9542963467194051,1,0,1,0,0,0,0,0,0,0,1,2,70.5,-0.7435775481739668,0,0.054132111053810265
578,6522-YRBXD,1,1,1,0,0.10504664646466222,1,2,1,2,2,0,0,0,2,0,1,2,94.55,0.4774087614911395,0,1.0387996286729249
579,2640-LYMOV,1,0,0,0,-1.2395040756535771,1,0,2,1,1,1,1,1,1,0,1,3,19.65,-0.9902454599115498,0,-1.5041017902382066
580,1218-VKFPE,0,0,1,1,-0.8320644628904743,1,0,2,1,1,1,1,1,1,0,0,3,19.0,-0.9043242010832645,1,-1.5020311392354264
581,3627-FHKBK,0,0,0,0,-1.2802480369298874,1,0,1,2,0,0,0,0,0,0,0,3,75.3,-0.9741421174353885,1,0.3478884666481945
582,2865-TCHJW,0,1,0,0,-1.1580161531009565,1,2,1,0,0,2,0,2,0,0,1,2,89.2,-0.8546244331397147,1,0.7206056471485883
583,1423-BMPBQ,0,0,1,1,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,1,3,19.0,-0.998980971720536,0,-1.5173539566559984
584,2393-DIVAI,0,0,0,0,-1.1987601143772668,1,0,2,1,1,1,1,1,1,0,1,3,20.0,-0.9801422669607529,0,-1.465449638186314
585,5192-EBGOV,0,1,0,0,-1.2802480369298874,1,2,1,0,0,0,0,2,0,0,1,2,85.7,-0.9695537677983455,1,0.6924447935107809
586,4568-KNYWR,1,0,0,0,0.797693988161937,1,0,0,2,2,0,0,2,0,2,1,1,63.25,0.4672835091670873,0,-0.01727880173437098
587,8752-IMQOS,1,0,1,1,-1.1172721918246462,1,0,2,1,1,1,1,1,1,1,0,3,20.1,-0.9698184802774056,0,-1.5829521804240678
588,0742-LAFQK,1,0,1,0,1.6125732136881425,1,2,1,2,2,2,0,0,2,2,1,2,99.15,2.267173951163565,0,1.2684078735507105
589,0795-LAFGP,1,0,1,1,1.5718292524118322,1,2,0,2,2,2,2,2,2,2,0,2,90.4,1.9344965431046763,0,0.9646508244903171
590,0619-OLYUR,1,0,1,0,1.6125732136881425,1,2,1,2,0,2,2,2,2,2,1,1,111.9,2.5534825566404105,0,1.5670187553849455
591,5512-IDZEI,1,0,1,1,0.5532302205040753,1,2,2,1,1,1,1,1,1,1,0,2,24.9,-0.4890564995575984,0,-1.3007098447825327
592,0459-SPZHJ,1,0,1,1,1.24587756220135,1,2,0,2,2,2,0,2,2,2,0,1,83.5,1.39049033926274,0,0.7113238718599364
593,0215-BQKGS,1,0,0,0,-0.09867315991688919,1,0,1,2,2,2,0,0,0,0,1,1,84.3,0.06851621883617263,0,0.546229224034478
594,9244-ZVAPM,1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,0,3,45.6,-0.9872453851488678,0,-0.636084889872845
595,0719-SYFRB,0,0,0,0,-0.8320644628904743,1,2,0,2,0,2,2,0,0,0,1,3,61.65,-0.692465980342096,1,-0.17626232385550744
596,8208-EUMTE,1,0,0,0,-0.6690886177852331,0,1,0,2,2,2,2,2,0,2,0,3,54.85,-0.6031696374057933,0,-0.24980494530424252
597,5172-MIGPM,1,0,0,0,-1.1580161531009565,1,2,0,0,0,0,2,0,2,0,0,3,65.55,-0.9027138668356485,0,-0.18219819006347668
598,1710-RCXUS,1,0,1,0,0.7569500268856267,1,2,1,0,2,0,0,0,2,1,1,1,90.35,1.0285180835211911,0,0.8508536553234537
599,0374-FIUCA,1,0,1,0,1.3273654847539706,1,0,2,1,1,1,1,1,1,2,1,1,20.4,-0.38332592354630923,0,-1.4258885234378162
600,5839-SUYVZ,1,0,0,0,-0.6690886177852331,1,0,1,0,0,0,2,0,0,0,1,1,74.55,-0.4909536056575297,0,0.2768651372528418
601,5173-ZXXXL,1,0,0,0,-1.2395040756535771,1,0,2,1,1,1,1,1,1,1,0,3,19.95,-0.9863188914721572,0,-1.356671438840273
602,1096-ADRUX,0,0,1,1,1.368109446030281,1,2,1,0,0,0,0,0,0,1,1,0,74.25,1.1364766562312367,0,0.29239501977369153
603,2001-MCUUW,1,0,0,0,0.5532302205040753,1,2,1,0,2,2,2,2,2,2,0,2,108.65,1.1558668453223953,0,1.3845823982661014
604,2731-GJRDG,0,0,0,0,-0.01718523736426863,1,2,1,2,0,2,2,2,2,1,1,0,109.55,0.5844408405244745,0,1.58862254751395
605,4723-BEGSG,1,0,1,0,1.6125732136881425,1,2,0,2,0,2,2,2,2,2,0,1,86.65,1.681343175630119,0,0.6574047770970711
606,6516-NKQBO,1,0,1,1,0.22727853029359305,1,0,0,2,0,2,2,2,2,2,0,1,81.0,0.3536556775305027,0,0.5427476241729619
607,8672-OAUPW,1,0,0,1,0.7569500268856267,1,0,0,0,0,0,2,0,0,1,0,1,47.85,0.03240502481771235,0,-0.6158493514456777
608,8207-DMRVL,1,0,1,1,1.6125732136881425,1,2,1,2,2,2,2,2,2,2,0,0,114.55,2.6571616109389833,0,1.675152752196788
609,3419-SNJJD,0,1,1,0,1.3273654847539706,1,2,1,2,0,2,0,2,2,0,0,0,105.25,1.9867110795992982,1,1.312187453025897
610,6543-CPZMK,1,0,1,1,-0.9542963467194051,0,1,0,0,2,0,0,0,0,0,1,2,29.95,-0.8975299141207198,1,-1.2304077421374235
611,4765-OXPPD,0,0,1,1,-0.9542963467194051,1,0,0,2,2,2,2,0,0,0,0,3,65.0,-0.7148341848226818,1,0.2939595116424584
612,2804-ETQDK,1,0,0,1,1.368109446030281,1,0,2,1,1,1,1,1,1,2,0,3,20.55,-0.408628024669812,0,-1.4656002309865162
613,6689-VRRTK,0,1,0,0,0.4717422979514547,1,2,1,2,2,2,0,2,2,1,1,1,109.8,1.1369619624428473,0,1.5128367208122033
614,7138-GIRSH,1,0,0,0,0.7162060656093164,1,2,0,0,0,2,2,0,2,2,0,0,69.5,0.5007034596484358,0,0.1180959009636848
615,9396-ZSFLL,0,0,0,0,-0.7098325790615434,1,2,0,0,0,0,0,0,0,0,0,3,48.85,-0.7287977680931065,0,-0.7522622154688197
616,6464-KEXXH,1,0,0,0,-0.9950403079957154,0,1,0,0,0,0,0,0,0,0,1,1,25.25,-0.9251703088092542,0,-1.3753072978652927
617,7134-MJPDY,0,1,0,0,1.368109446030281,1,2,1,0,0,2,2,2,2,1,1,1,102.85,2.0706911135811423,0,1.3553292012007403
618,5240-CAOYT,0,0,0,0,1.0014137945434884,1,2,1,2,2,0,2,0,0,0,1,0,87.55,1.1477710553378049,0,0.6924157317423209
619,4059-IIEBK,0,0,0,0,-1.0357842692720256,1,2,1,0,2,0,0,0,0,0,1,0,78.55,-0.7766445486832351,0,0.32824686285039645
620,4881-JVQOD,1,1,1,1,-0.9135523854430948,0,1,0,0,0,0,0,0,2,0,1,0,34.55,-0.8473889587120698,0,-0.9455229757282829
621,0516-UXRMT,0,0,0,0,1.2051336009250397,1,2,1,2,2,2,0,0,0,1,1,2,92.05,1.5320232780669192,0,0.9288463428346151
622,4851-BQDNX,1,0,1,1,0.3087664528462136,1,0,1,0,0,2,0,2,0,1,1,2,85.05,0.47310718370641147,0,0.6325201534903286
623,5148-HKFIR,0,0,0,0,-0.506112772679992,1,0,2,1,1,1,1,1,1,2,0,3,19.7,-0.827822294634871,0,-1.4727107210360624
624,1009-IRMNA,0,0,0,0,-1.0357842692720256,1,0,2,1,1,1,1,1,1,0,0,0,20.0,-0.9466561383596394,1,-1.4955825403981975
625,3003-CMDUU,0,0,1,0,-0.3023929662984406,1,0,1,0,0,0,2,2,2,0,1,2,95.15,0.04958927658336932,0,1.0279896472092682
626,5016-IBERQ,1,0,1,0,-0.38388088885106114,1,2,1,0,2,2,0,0,0,0,0,2,84.25,-0.13906248349352296,0,0.6881234348962834
627,6797-UCJHZ,0,1,1,0,1.368109446030281,1,2,1,0,2,2,0,2,2,1,0,1,104.6,2.001292325320863,0,1.2763683762947313
628,2469-DTSGX,0,1,0,0,1.6125732136881425,1,2,1,0,2,2,2,2,2,2,0,2,111.65,2.4971870360936106,0,1.5083042958394512
629,4554-YGZIH,1,1,1,0,0.6754621043330061,1,2,1,0,2,0,0,0,2,0,0,1,90.05,0.9988261671199401,1,0.9277045539735692
630,5099-BAILX,1,1,1,1,0.4309983366751445,1,2,1,0,2,2,2,2,2,0,1,0,110.75,1.0608791840862986,1,1.4650769146597105
631,9931-KGHOA,0,0,1,0,0.5532302205040753,1,2,0,2,0,0,0,0,0,0,0,0,55.0,0.08411219572746853,0,-0.36502767077850073
632,1775-KWJKQ,1,0,1,1,1.6125732136881425,1,2,0,2,2,2,2,2,2,2,0,1,89.85,1.8881056811493788,0,0.8730515754199223
633,7665-VIGUD,1,0,0,0,-0.9135523854430948,1,0,2,1,1,1,1,1,1,1,0,3,20.35,-0.9295821834602572,0,-1.562742626636935
634,9411-TPQQV,0,0,0,0,0.3087664528462136,0,1,0,2,0,0,2,2,2,1,1,0,54.55,-0.020780124100130033,0,-0.29467595253448453
635,7207-RMRDB,0,0,1,1,1.3273654847539706,1,2,1,0,2,2,0,2,2,0,1,2,105.5,2.0746176820205346,1,1.413744920669936
636,7954-MLBUN,1,0,0,0,-0.05792919864057891,1,0,1,0,0,2,2,2,2,2,0,0,99.45,0.36468536415801045,0,1.1767901016191065
637,2077-DDHJK,0,0,1,0,1.4495973685829016,1,2,0,2,2,2,2,0,0,2,0,1,70.9,1.159462523162963,0,0.24603679791145325
638,4913-EHYUI,1,1,1,1,0.9606698332671781,1,2,1,2,0,2,0,2,2,1,1,0,104.55,1.549163411086066,1,1.281367519430014
639,0195-IESCP,1,0,1,0,-0.9135523854430948,1,2,1,0,0,0,0,0,2,0,1,2,85.25,-0.6300158946571472,1,0.6868126227832194
640,9574-BOSMD,1,0,1,1,1.4495973685829016,1,2,2,1,1,1,1,1,1,2,0,0,25.4,-0.29255160260192054,0,-1.3574509780413195
641,4580-TMHJU,0,0,1,1,0.4309983366751445,1,0,0,0,0,0,0,2,0,0,0,2,56.15,0.09529629796776154,1,-0.22118421452511974
642,0970-ETWGE,1,0,0,0,-1.2802480369298874,1,0,1,0,0,0,0,2,2,0,1,2,89.55,-0.9678551960577091,1,0.8199968952820266
643,4908-XAXAY,0,1,0,0,0.6754621043330061,1,0,1,0,2,2,0,0,2,1,1,0,89.85,0.8840953668206046,0,0.7518767031089387
644,8404-VLQFB,0,0,1,1,-0.7098325790615434,1,2,2,1,1,1,1,1,1,0,1,2,25.25,-0.8331606629625847,0,-1.2747288764902605
645,1626-ERCMM,1,1,1,0,-0.506112772679992,1,2,1,0,0,0,0,2,2,0,1,2,94.55,-0.16926176547963906,1,0.9999778804436614
646,0887-HJGAR,1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,3,45.7,-0.9872012664023578,1,-0.6327718482683969
647,2391-IPLOP,1,0,1,1,0.7162060656093164,1,2,0,0,0,2,2,2,0,1,1,2,69.65,0.5112698994375883,0,0.1339653702489909
648,5644-PDMZC,0,1,0,0,-1.2395040756535771,1,2,1,0,2,0,0,0,2,0,0,2,89.5,-0.9361117579437419,1,0.5284492340906076
649,3509-GWQGF,1,1,0,0,-0.3431369275747509,1,0,1,0,0,0,0,0,0,0,0,1,70.0,-0.24296213152464582,0,0.2449080901099375
650,9576-ANLXO,0,0,0,0,-1.1987601143772668,1,0,1,0,0,0,0,0,0,0,1,0,69.55,-0.909287560065643,1,0.3081319673948195
651,2024-BASKD,0,0,0,0,-1.2802480369298874,1,0,1,0,0,2,0,0,0,0,1,3,74.6,-0.9744509486609588,1,0.3246971754170588
652,5845-BZZIB,1,0,1,1,0.10504664646466222,1,0,2,1,1,1,1,1,1,2,0,3,20.1,-0.7182533876772091,0,-1.526535814816897
653,1140-UKVZG,0,0,0,0,-0.6283446565089229,1,2,2,1,1,1,1,1,1,0,0,3,24.8,-0.7976891907685199,0,-1.2206418482576458
654,4160-AMJTL,0,1,0,0,-0.9950403079957154,1,0,2,1,1,1,1,1,1,0,0,2,19.65,-0.934876433041461,1,-1.466415941987611
655,5183-SNMJQ,1,0,0,0,-0.9135523854430948,1,0,1,0,0,0,2,2,2,0,1,1,95.1,-0.6256922574991642,0,0.7192804305068093
656,8100-PNJMH,1,0,1,1,1.4495973685829016,1,2,0,2,2,2,2,2,2,2,1,1,88.85,1.6983068336632257,0,0.8410931749103497
657,7838-LAZFO,1,0,1,0,0.512486259227765,1,0,0,2,2,2,0,2,2,1,0,0,78.8,0.5798083721409213,0,0.5017608433881102
658,4464-JCOLN,1,0,1,1,-1.2395040756535771,1,0,2,1,1,1,1,1,1,1,0,3,19.85,-0.9915249035603407,1,-1.5521408935027017
659,2085-JVGAD,1,0,1,0,0.18653456901728277,1,0,2,1,1,1,1,1,1,0,0,0,20.35,-0.699569098530211,0,-1.5221444357327
660,5650-VDUDS,0,0,0,0,-1.1580161531009565,0,1,0,0,0,0,0,0,0,0,1,3,24.25,-0.964987477534557,1,-1.351287746233045
661,8095-WANWK,0,0,0,0,-0.9135523854430948,1,0,0,0,0,0,0,0,0,0,0,3,45.25,-0.8182264672689392,0,-0.726530925674274
662,3030-ZKIWL,1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,20.05,-0.9985177248821806,0,-1.482567019809295
663,9565-FLVCG,1,0,1,1,1.3273654847539706,1,2,0,2,2,0,0,0,2,2,1,3,69.55,0.9599575514446027,0,0.12599113395643868
664,8755-OGKNA,0,0,1,1,1.0014137945434884,1,0,2,1,1,1,1,1,1,2,0,0,19.5,-0.49223304930632067,0,-1.4681814444215604
665,2800-VEQXM,0,0,0,0,-1.1987601143772668,1,0,1,0,0,2,0,0,0,0,1,3,74.75,-0.9023167981170582,0,0.48261882522907745
666,7538-GWHML,0,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,0,0,0,0,2,69.65,-0.9433251729981319,1,0.25760808292698817
667,5533-RJFTJ,1,0,0,0,0.6754621043330061,0,1,0,0,0,2,0,0,0,0,1,0,30.2,-0.36627402802018233,0,-1.1643459930473714
668,3859-CVCET,0,0,0,0,-1.1580161531009565,1,0,0,0,0,0,0,0,0,0,0,3,45.65,-0.9230746683500277,1,-0.5644403651766581
669,0214-JHPFW,0,0,1,0,1.5310852911355222,0,1,0,0,2,2,2,2,2,2,0,0,57.8,0.7747249942222381,0,-0.23506486823731013
670,5642-MHDQT,0,0,1,1,0.8384379494382472,1,0,2,1,1,1,1,1,1,1,1,0,19.85,-0.5487712229589252,0,-1.4970693906061237
671,3088-FVYWK,1,0,1,1,0.8384379494382472,1,2,2,1,1,1,1,1,1,2,0,1,25.55,-0.4178929614369185,0,-1.3116328260854666
672,3276-HDUEG,0,0,0,0,-1.2802480369298874,1,2,1,0,0,0,0,0,0,0,1,3,75.05,-0.9742524143016636,1,0.33960586263707465
673,9092-GDZKO,1,0,0,0,-0.42462485012737144,1,2,2,1,1,1,1,1,1,0,1,1,24.85,-0.7896816382769491,0,-1.4038069853035553
674,0823-HSCDJ,1,1,0,0,0.797693988161937,0,1,0,0,2,0,0,2,2,0,1,2,49.15,0.11806157116693747,1,-0.5215938175037498
675,3729-OWRVL,1,1,0,0,1.3273654847539706,1,2,1,2,0,2,2,2,2,2,1,2,110.35,2.1895470166791653,0,1.5465214342020421
676,2324-AALNO,0,0,0,0,0.6347181430566958,1,2,2,1,1,1,1,1,1,1,0,0,24.55,-0.4761958849499243,0,-1.3158451032354614
677,0822-GAVAP,0,0,0,0,-1.2395040756535771,0,1,0,0,0,0,0,0,2,0,1,2,34.7,-0.9798996138549476,1,-1.115647662116685
678,5760-IFJOZ,1,0,0,0,-1.1987601143772668,1,2,1,0,2,2,0,2,2,0,0,3,107.95,-0.8690071445019849,0,1.3164009623484776
679,2826-UWHIS,1,0,1,0,0.512486259227765,1,2,1,0,2,0,0,0,0,0,0,0,81.4,0.6584941565415614,0,0.6330677256443973
680,1448-PWKYE,1,0,1,1,-1.2802480369298874,1,0,1,0,0,0,0,0,2,0,0,2,80.0,-0.9720685363494171,1,0.503601422057248
681,7501-IWUNG,0,0,1,1,1.1643896396487294,1,0,0,0,0,2,2,2,2,2,1,0,73.8,1.0291798647188415,0,0.3602444824680622
682,4957-TREIR,1,0,0,0,-1.1987601143772668,1,0,0,2,0,0,2,2,0,0,1,1,64.4,-0.9210452060105663,0,0.013823438199693542
683,7251-LJBQN,0,1,0,0,0.3087664528462136,1,2,1,0,0,2,2,2,2,1,1,1,103.75,0.840506045268694,0,1.322254002516335
684,8040-MNRTF,0,0,0,0,-1.2802480369298874,1,0,1,0,0,0,0,0,0,0,0,3,71.1,-0.9759951047888099,0,0.2087407192613807
685,1536-HBSWP,0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,2,0,0,0,1,2,49.9,-0.9853482790489364,0,-0.4936241008815834
686,5313-FPXWG,1,0,0,0,0.7569500268856267,1,2,2,1,1,1,1,1,1,1,1,0,24.6,-0.44864372775440997,0,-1.3241581579966222
